HKG	Hong Kong SAR	Total investment	Percent of GDP		23.426	2011
HKG	Hong Kong SAR	Gross national savings	Percent of GDP		28.951	2011
HKG	Hong Kong SAR	General government gross debt	Percent of GDP		34.615	2010
HUN	Hungary	Gross domestic product per capita, current prices	U.S. dollars	Units	12845.41	2011
HUN	Hungary	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	18809.66	2011
HUN	Hungary	Total investment	Percent of GDP		18.403	2011
HUN	Hungary	Gross national savings	Percent of GDP		19.625	2011
HUN	Hungary	General government gross debt	Percent of GDP		81.312	2010
ISL	Iceland	Gross domestic product per capita, current prices	U.S. dollars	Units	38891.76	2011
ISL	Iceland	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	36535.47	2011
ISL	Iceland	Total investment	Percent of GDP		12.645	2011
ISL	Iceland	Gross national savings	Percent of GDP		4.14	2011
ISL	Iceland	General government gross debt	Percent of GDP		92.831	2011
IND	India	Gross domestic product per capita, current prices	U.S. dollars	Units	1369.54	2010
IND	India	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	3403	2010
IND	India	Total investment	Percent of GDP		34.705	2011
IND	India	Gross national savings	Percent of GDP		31.502	2011
IND	India	General government gross debt	Percent of GDP		68.042	2011
IDN	Indonesia	Gross domestic product per capita, current prices	U.S. dollars	Units	2980.84	2010
IDN	Indonesia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	4352.65	2010
IDN	Indonesia	Total investment	Percent of GDP		32.574	2011
IDN	Indonesia	Gross national savings	Percent of GDP		33.301	2011
IDN	Indonesia	General government gross debt	Percent of GDP		26.876	2011
IRN	Islamic Republic of Iran	Gross domestic product per capita, current prices	U.S. dollars	Units	5637.93	2010
IRN	Islamic Republic of Iran	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	12789.13	2010
IRN	Islamic Republic of Iran	Total investment	Percent of GDP		36.727	2010
IRN	Islamic Republic of Iran	Gross national savings	Percent of GDP		42.758	2010
IRN	Islamic Republic of Iran	General government gross debt	Percent of GDP		16.721	2010
IRQ	Iraq	Gross domestic product per capita, current prices	U.S. dollars	Units	2623.68	2004
IRQ	Iraq	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	3895.38	2004
IRQ	Iraq	Total investment	Percent of GDP			
IRQ	Iraq	Gross national savings	Percent of GDP		25.311	2010
IRQ	Iraq	General government gross debt	Percent of GDP		116.708	2010
IRL	Ireland	Gross domestic product per capita, current prices	U.S. dollars	Units	46444.91	2011
IRL	Ireland	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	40396.59	2011
IRL	Ireland	Total investment	Percent of GDP		11.625	2011
IRL	Ireland	Gross national savings	Percent of GDP		12.764	2011
IRL	Ireland	General government gross debt	Percent of GDP		92.175	2011
ISR	Israel	Gross domestic product per capita, current prices	U.S. dollars	Units	29539.33	2010
ISR	Israel	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	30101.55	2010
ISR	Israel	Total investment	Percent of GDP		14.727	2011
ISR	Israel	Gross national savings	Percent of GDP		18.508	2011
ISR	Israel	General government gross debt	Percent of GDP		75.967	2010
ITA	Italy	Gross domestic product per capita, current prices	U.S. dollars	Units	34154.38	2011
ITA	Italy	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	29840.88	2011
ITA	Italy	Total investment	Percent of GDP		20.247	2011
ITA	Italy	Gross national savings	Percent of GDP		16.696	2011
ITA	Italy	General government gross debt	Percent of GDP		118.605	2011
JAM	Jamaica	Gross domestic product per capita, current prices	U.S. dollars	Units	4843.21	2010
JAM	Jamaica	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	8663.82	2010
JAM	Jamaica	Total investment	Percent of GDP		20.368	2011
JAM	Jamaica	Gross national savings	Percent of GDP		14.648	2011
JAM	Jamaica	General government gross debt	Percent of GDP		142.999	2011
JPN	Japan	Gross domestic product per capita, current prices	U.S. dollars	Units	42863.37	2011
JPN	Japan	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	34240.98	2011
JPN	Japan	Total investment	Percent of GDP		19.773	2011
JPN	Japan	Gross national savings	Percent of GDP		23.491	2011
JPN	Japan	General government gross debt	Percent of GDP		215.292	2010
JOR	Jordan	Gross domestic product per capita, current prices	U.S. dollars	Units	4326.38	2010
JOR	Jordan	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	5767.22	2010
JOR	Jordan	Total investment	Percent of GDP		23.14	2011
JOR	Jordan	Gross national savings	Percent of GDP		16.026	2011
JOR	Jordan	General government gross debt	Percent of GDP		66.804	2011
KAZ	Kazakhstan	Gross domestic product per capita, current prices	U.S. dollars	Units	9008.7	2011
KAZ	Kazakhstan	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	12014.77	2011
KAZ	Kazakhstan	Total investment	Percent of GDP		26.346	2011
KAZ	Kazakhstan	Gross national savings	Percent of GDP		27.973	2011
KAZ	Kazakhstan	General government gross debt	Percent of GDP		10.683	2011
KEN	Kenya	Gross domestic product per capita, current prices	U.S. dollars	Units	809.754	2010
KEN	Kenya	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1680.77	2010
KEN	Kenya	Total investment	Percent of GDP		20.936	2010
KEN	Kenya	Gross national savings	Percent of GDP		14.974	2010
KEN	Kenya	General government gross debt	Percent of GDP		49.851	2010
KIR	Kiribati	Gross domestic product per capita, current prices	U.S. dollars	Units	1377.42	2009
KIR	Kiribati	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	5591.01	2009
KIR	Kiribati	Total investment	Percent of GDP			
KIR	Kiribati	Gross national savings	Percent of GDP			
KIR	Kiribati	General government gross debt	Percent of GDP			
KOR	Korea	Gross domestic product per capita, current prices	U.S. dollars	Units	20540.18	2011
KOR	Korea	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	29717.18	2011
KOR	Korea	Total investment	Percent of GDP		29.527	2011
KOR	Korea	Gross national savings	Percent of GDP		32.424	2011
KOR	Korea	General government gross debt	Percent of GDP		33.431	2010
UVK	Kosovo	Gross domestic product per capita, current prices	U.S. dollars	Units		
UVK	Kosovo	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units		
UVK	Kosovo	Total investment	Percent of GDP			
UVK	Kosovo	Gross national savings	Percent of GDP			
UVK	Kosovo	General government gross debt	Percent of GDP			
KWT	Kuwait	Gross domestic product per capita, current prices	U.S. dollars	Units	33481.16	2011
KWT	Kuwait	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	38803.21	2011
KWT	Kuwait	Total investment	Percent of GDP		20.263	2011
KWT	Kuwait	Gross national savings	Percent of GDP		52.189	2011
KWT	Kuwait	General government gross debt	Percent of GDP		10.913	2010
KGZ	Kyrgyz Republic	Gross domestic product per capita, current prices	U.S. dollars	Units	875.114	2010
KGZ	Kyrgyz Republic	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	2219.92	2010
KGZ	Kyrgyz Republic	Total investment	Percent of GDP		23.867	2011
KGZ	Kyrgyz Republic	Gross national savings	Percent of GDP		17.487	2011
KGZ	Kyrgyz Republic	General government gross debt	Percent of GDP		60.324	2011
LAO	Lao P.D.R.	Gross domestic product per capita, current prices	U.S. dollars	Units	1105.44	2011
LAO	Lao P.D.R.	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	2544.17	2011
LAO	Lao P.D.R.	Total investment	Percent of GDP			
LAO	Lao P.D.R.	Gross national savings	Percent of GDP			
LAO	Lao P.D.R.	General government gross debt	Percent of GDP		61.825	2011
LVA	Latvia	Gross domestic product per capita, current prices	U.S. dollars	Units	10680.53	2011
LVA	Latvia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	14406.7	2011
LVA	Latvia	Total investment	Percent of GDP		19.933	2011
LVA	Latvia	Gross national savings	Percent of GDP		22.917	2011
LVA	Latvia	General government gross debt	Percent of GDP		39.885	2011
LBN	Lebanon	Gross domestic product per capita, current prices	U.S. dollars	Units	9500.76	2007
LBN	Lebanon	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	15168.57	2007
LBN	Lebanon	Total investment	Percent of GDP		33.162	2010
LBN	Lebanon	Gross national savings	Percent of GDP		23.555	2010
LBN	Lebanon	General government gross debt	Percent of GDP		141.692	2011
LSO	Lesotho	Gross domestic product per capita, current prices	U.S. dollars	Units	1130.48	2006
LSO	Lesotho	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1802.74	2006
LSO	Lesotho	Total investment	Percent of GDP		28.559	2008
LSO	Lesotho	Gross national savings	Percent of GDP		16.453	2008
LSO	Lesotho	General government gross debt	Percent of GDP		4.929	2009
LBR	Liberia	Gross domestic product per capita, current prices	U.S. dollars	Units	342	2009
LBR	Liberia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	582.626	2009
LBR	Liberia	Total investment	Percent of GDP			
LBR	Liberia	Gross national savings	Percent of GDP			
LBR	Liberia	General government gross debt	Percent of GDP		31.561	2011
LBY	Libya	Gross domestic product per capita, current prices	U.S. dollars	Units	11239.48	2008
LBY	Libya	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	14459.56	2008
LBY	Libya	Total investment	Percent of GDP		40.208	2009
LBY	Libya	Gross national savings	Percent of GDP		60.015	2009
LBY	Libya	General government gross debt	Percent of GDP		0	2011
LTU	Lithuania	Gross domestic product per capita, current prices	U.S. dollars	Units	11116.15	2011
LTU	Lithuania	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	17333.33	2011
LTU	Lithuania	Total investment	Percent of GDP		16.419	2011
LTU	Lithuania	Gross national savings	Percent of GDP		17.88	2011
LTU	Lithuania	General government gross debt	Percent of GDP		38.004	2011
LUX	Luxembourg	Gross domestic product per capita, current prices	U.S. dollars	Units	105509.3	2011
LUX	Luxembourg	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	78907.22	2011
LUX	Luxembourg	Total investment	Percent of GDP		18.672	2011
LUX	Luxembourg	Gross national savings	Percent of GDP		26.375	2011
LUX	Luxembourg	General government gross debt	Percent of GDP		19.054	2011
MKD	FYR Macedonia	Gross domestic product per capita, current prices	U.S. dollars	Units	4551.69	2010
MKD	FYR Macedonia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	9963.69	2010
MKD	FYR Macedonia	Total investment	Percent of GDP			
MKD	FYR Macedonia	Gross national savings	Percent of GDP		23.391	2011
MKD	FYR Macedonia	General government gross debt	Percent of GDP		24.24	2011
MDG	Madagascar	Gross domestic product per capita, current prices	U.S. dollars	Units	410.01	2006
MDG	Madagascar	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	931.791	2006
MDG	Madagascar	Total investment	Percent of GDP		28.625	2010
MDG	Madagascar	Gross national savings	Percent of GDP		18.942	2010
MDG	Madagascar	General government gross debt	Percent of GDP		64.426	2010
MWI	Malawi	Gross domestic product per capita, current prices	U.S. dollars	Units	343.454	2009
MWI	Malawi	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	821.345	2009
MWI	Malawi	Total investment	Percent of GDP		25.987	2009
MWI	Malawi	Gross national savings	Percent of GDP		24.691	2009
MWI	Malawi	General government gross debt	Percent of GDP		35.055	2011
MYS	Malaysia	Gross domestic product per capita, current prices	U.S. dollars	Units	8737.13	2010
MYS	Malaysia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	15293.41	2010
MYS	Malaysia	Total investment	Percent of GDP		23.148	2011
MYS	Malaysia	Gross national savings	Percent of GDP		34.227	2011
MYS	Malaysia	General government gross debt	Percent of GDP		50.953	2011
MDV	Maldives	Gross domestic product per capita, current prices	U.S. dollars	Units	6484.86	2006
MDV	Maldives	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	8091.92	2006
MDV	Maldives	Total investment	Percent of GDP		15	2009
MDV	Maldives	Gross national savings	Percent of GDP		-2.332	2009
MDV	Maldives	General government gross debt	Percent of GDP		61.861	2009
MLI	Mali	Gross domestic product per capita, current prices	U.S. dollars	Units	614.18	2010
MLI	Mali	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1108.75	2010
MLI	Mali	Total investment	Percent of GDP		18.424	2011
MLI	Mali	Gross national savings	Percent of GDP		5.796	2011
MLI	Mali	General government gross debt	Percent of GDP		29.458	2011
MLT	Malta	Gross domestic product per capita, current prices	U.S. dollars	Units	19455.83	2008
MLT	Malta	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	24751.9	2008
MLT	Malta	Total investment	Percent of GDP		16.118	2010
MLT	Malta	Gross national savings	Percent of GDP		10.354	2010
MLT	Malta	General government gross debt	Percent of GDP		69.068	2009
MRT	Mauritania	Gross domestic product per capita, current prices	U.S. dollars	Units	1065.51	2009
MRT	Mauritania	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1936.97	2009
MRT	Mauritania	Total investment	Percent of GDP		24.084	2009
MRT	Mauritania	Gross national savings	Percent of GDP		15.428	2009
MRT	Mauritania	General government gross debt	Percent of GDP		86.141	
MUS	Mauritius	Gross domestic product per capita, current prices	U.S. dollars	Units	7575.39	2011
MUS	Mauritius	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	14152.03	2011
MUS	Mauritius	Total investment	Percent of GDP		23.646	2011
MUS	Mauritius	Gross national savings	Percent of GDP		15.48	2011
MUS	Mauritius	General government gross debt	Percent of GDP		50.598	2011
MEX	Mexico	Gross domestic product per capita, current prices	U.S. dollars	Units	9219.15	2010
MEX	Mexico	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	13977.3	2010
MEX	Mexico	Total investment	Percent of GDP		24.008	2011
MEX	Mexico	Gross national savings	Percent of GDP		23.59	2011
MEX	Mexico	General government gross debt	Percent of GDP		42.868	2011
MDA	Moldova	Gross domestic product per capita, current prices	U.S. dollars	Units	1634.52	2011
MDA	Moldova	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	3103.75	2011
MDA	Moldova	Total investment	Percent of GDP		23.524	2011
MDA	Moldova	Gross national savings	Percent of GDP		15.615	2011
MDA	Moldova	General government gross debt	Percent of GDP		26.192	2011
MNG	Mongolia	Gross domestic product per capita, current prices	U.S. dollars	Units	2266.65	2011
MNG	Mongolia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	4020.34	2011
MNG	Mongolia	Total investment	Percent of GDP		50.667	2011
MNG	Mongolia	Gross national savings	Percent of GDP		35.749	2011
MNG	Mongolia	General government gross debt	Percent of GDP			
MNE	Montenegro	Gross domestic product per capita, current prices	U.S. dollars	Units	6383.27	2010
MNE	Montenegro	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	10601.3	2010
MNE	Montenegro	Total investment	Percent of GDP		22.793	2010
MNE	Montenegro	Gross national savings	Percent of GDP		-2.623	2010
MNE	Montenegro	General government gross debt	Percent of GDP		42.393	2010
MAR	Morocco	Gross domestic product per capita, current prices	U.S. dollars	Units	2850.86	2011
MAR	Morocco	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	4794.02	2011
MAR	Morocco	Total investment	Percent of GDP		34.791	2011
MAR	Morocco	Gross national savings	Percent of GDP		30.448	2011
MAR	Morocco	General government gross debt	Percent of GDP		51.28	2011
MOZ	Mozambique	Gross domestic product per capita, current prices	U.S. dollars	Units	442.353	2010
MOZ	Mozambique	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1014.19	2010
MOZ	Mozambique	Total investment	Percent of GDP		21.859	2011
MOZ	Mozambique	Gross national savings	Percent of GDP		10.2	2011
MOZ	Mozambique	General government gross debt	Percent of GDP		41.116	2011
MMR	Myanmar	Gross domestic product per capita, current prices	U.S. dollars	Units	741.666	2006
MMR	Myanmar	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1254.53	2006
MMR	Myanmar	Total investment	Percent of GDP		16.013	2010
MMR	Myanmar	Gross national savings	Percent of GDP		16.834	2010
MMR	Myanmar	General government gross debt	Percent of GDP		52.988	2010
NAM	Namibia	Gross domestic product per capita, current prices	U.S. dollars	Units	5244.09	2008
NAM	Namibia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	7015.65	2008
NAM	Namibia	Total investment	Percent of GDP		28.112	2009
NAM	Namibia	Gross national savings	Percent of GDP		28.384	2009
NAM	Namibia	General government gross debt	Percent of GDP		15.669	2009
NPL	Nepal	Gross domestic product per capita, current prices	U.S. dollars	Units	532.578	2011
NPL	Nepal	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1198	2011
NPL	Nepal	Total investment	Percent of GDP		37.068	2012
NPL	Nepal	Gross national savings	Percent of GDP		34.699	2012
NPL	Nepal	General government gross debt	Percent of GDP		35.447	2012
NLD	Netherlands	Gross domestic product per capita, current prices	U.S. dollars	Units	47017.49	2011
NLD	Netherlands	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	40888.01	2011
NLD	Netherlands	Total investment	Percent of GDP		17.981	2011
NLD	Netherlands	Gross national savings	Percent of GDP		25.028	2011
NLD	Netherlands	General government gross debt	Percent of GDP		62.863	2011
NZL	New Zealand	Gross domestic product per capita, current prices	U.S. dollars	Units	32061.17	2011
NZL	New Zealand	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	27357.24	2011
NZL	New Zealand	Total investment	Percent of GDP		19.338	2011
NZL	New Zealand	Gross national savings	Percent of GDP		16.336	2011
NZL	New Zealand	General government gross debt	Percent of GDP		32.456	2011
NIC	Nicaragua	Gross domestic product per capita, current prices	U.S. dollars	Units	1133.28	2007
NIC	Nicaragua	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	3036.93	2007
NIC	Nicaragua	Total investment	Percent of GDP		25.801	2010
NIC	Nicaragua	Gross national savings	Percent of GDP		11.428	2010
NIC	Nicaragua	General government gross debt	Percent of GDP		79.892	2010
NER	Niger	Gross domestic product per capita, current prices	U.S. dollars	Units	370.481	2009
NER	Niger	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	760.951	2009
NER	Niger	Total investment	Percent of GDP		38.628	2010
NER	Niger	Gross national savings	Percent of GDP		17.729	2010
NER	Niger	General government gross debt	Percent of GDP		17.588	2011
NGA	Nigeria	Gross domestic product per capita, current prices	U.S. dollars	Units	1465.15	2006
NGA	Nigeria	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	2419.82	2006
NGA	Nigeria	Total investment	Percent of GDP		23.057	2011
NGA	Nigeria	Gross national savings	Percent of GDP		28.927	2011
NGA	Nigeria	General government gross debt	Percent of GDP		15.495	2011
NOR	Norway	Gross domestic product per capita, current prices	U.S. dollars	Units	85055.45	2011
NOR	Norway	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	52178.61	2011
NOR	Norway	Total investment	Percent of GDP		22.44	2011
NOR	Norway	Gross national savings	Percent of GDP		34.867	2011
NOR	Norway	General government gross debt	Percent of GDP		49.608	2011
OMN	Oman	Gross domestic product per capita, current prices	U.S. dollars	Units	19867.41	2008
OMN	Oman	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	26474.73	2008
OMN	Oman	Total investment	Percent of GDP		27.495	2009
OMN	Oman	Gross national savings	Percent of GDP		36.102	2009
OMN	Oman	General government gross debt	Percent of GDP		5.261	2008
PAK	Pakistan	Gross domestic product per capita, current prices	U.S. dollars	Units	1027.65	2011
PAK	Pakistan	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	2702.39	2011
PAK	Pakistan	Total investment	Percent of GDP		15.566	2011
PAK	Pakistan	Gross national savings	Percent of GDP		13.33	2011
PAK	Pakistan	General government gross debt	Percent of GDP		61.607	2011
PAN	Panama	Gross domestic product per capita, current prices	U.S. dollars	Units	7539.17	2010
PAN	Panama	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	12706.52	2010
PAN	Panama	Total investment	Percent of GDP		25.976	2011
PAN	Panama	Gross national savings	Percent of GDP		15.212	2011
PAN	Panama	General government gross debt	Percent of GDP		39.191	2011
PNG	Papua New Guinea	Gross domestic product per capita, current prices	U.S. dollars	Units	1521.44	2010
PNG	Papua New Guinea	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	2333.41	2010
PNG	Papua New Guinea	Total investment	Percent of GDP		14.946	2010
PNG	Papua New Guinea	Gross national savings	Percent of GDP		-10.668	2010
PNG	Papua New Guinea	General government gross debt	Percent of GDP			
PRY	Paraguay	Gross domestic product per capita, current prices	U.S. dollars	Units	3238.38	2011
PRY	Paraguay	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	5957.25	2011
PRY	Paraguay	Total investment	Percent of GDP		16.226	2011
PRY	Paraguay	Gross national savings	Percent of GDP		13.137	2011
PRY	Paraguay	General government gross debt	Percent of GDP		13.731	2011
PER	Peru	Gross domestic product per capita, current prices	U.S. dollars	Units	5207.3	2009
PER	Peru	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	9358.03	2009
PER	Peru	Total investment	Percent of GDP		25.266	2011
PER	Peru	Gross national savings	Percent of GDP		22.808	2011
PER	Peru	General government gross debt	Percent of GDP		24.55	2011
PHL	Philippines	Gross domestic product per capita, current prices	U.S. dollars	Units	2123.08	2010
PHL	Philippines	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	3920.31	2010
PHL	Philippines	Total investment	Percent of GDP		20.541	2011
PHL	Philippines	Gross national savings	Percent of GDP		25.011	2011
PHL	Philippines	General government gross debt	Percent of GDP		43.462	2011
POL	Poland	Gross domestic product per capita, current prices	U.S. dollars	Units	12307.74	2011
POL	Poland	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	18961.08	2011
POL	Poland	Total investment	Percent of GDP		21	2011
POL	Poland	Gross national savings	Percent of GDP		14.397	2011
POL	Poland	General government gross debt	Percent of GDP		54.843	2011
PRT	Portugal	Gross domestic product per capita, current prices	U.S. dollars	Units	21537.99	2011
PRT	Portugal	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	23261.54	2011
PRT	Portugal	Total investment	Percent of GDP		19.598	2011
PRT	Portugal	Gross national savings	Percent of GDP		9.947	2011
PRT	Portugal	General government gross debt	Percent of GDP		93.32	2011
QAT	Qatar	Gross domestic product per capita, current prices	U.S. dollars	Units	74901.42	2011
QAT	Qatar	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	88291.56	2011
QAT	Qatar	Total investment	Percent of GDP		30.448	2011
QAT	Qatar	Gross national savings	Percent of GDP		57.1	2011
QAT	Qatar	General government gross debt	Percent of GDP		38.69	2011
ROU	Romania	Gross domestic product per capita, current prices	U.S. dollars	Units	7667.22	2010
ROU	Romania	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	11904.14	2010
ROU	Romania	Total investment	Percent of GDP		24.832	2010
ROU	Romania	Gross national savings	Percent of GDP		20.386	2010
ROU	Romania	General government gross debt	Percent of GDP		31.197	2010
RUS	Russia	Gross domestic product per capita, current prices	U.S. dollars	Units	10407.93	2011
RUS	Russia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	15657.16	2011
RUS	Russia	Total investment	Percent of GDP		20.695	2011
RUS	Russia	Gross national savings	Percent of GDP		25.399	2011
RUS	Russia	General government gross debt	Percent of GDP		11.818	2011
RWA	Rwanda	Gross domestic product per capita, current prices	U.S. dollars	Units	558.669	2010
RWA	Rwanda	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1228.51	2010
RWA	Rwanda	Total investment	Percent of GDP		21.737	2010
RWA	Rwanda	Gross national savings	Percent of GDP		15.798	2010
RWA	Rwanda	General government gross debt	Percent of GDP		23.209	2010
WSM	Samoa	Gross domestic product per capita, current prices	U.S. dollars	Units	3414.01	2011
WSM	Samoa	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	5767.88	2011
WSM	Samoa	Total investment	Percent of GDP			
WSM	Samoa	Gross national savings	Percent of GDP			
WSM	Samoa	General government gross debt	Percent of GDP			
SMR	San Marino	Gross domestic product per capita, current prices	U.S. dollars	Units		
SMR	San Marino	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units		
SMR	San Marino	Total investment	Percent of GDP		17.955	2010
SMR	San Marino	Gross national savings	Percent of GDP			
SMR	San Marino	General government gross debt	Percent of GDP			
STP	Sﾋo Tomﾎ and Prﾒncipe	Gross domestic product per capita, current prices	U.S. dollars	Units	1215.49	2010
STP	Sﾋo Tomﾎ and Prﾒncipe	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	2140.62	2010
STP	Sﾋo Tomﾎ and Prﾒncipe	Total investment	Percent of GDP		48.443	2010
STP	Sﾋo Tomﾎ and Prﾒncipe	Gross national savings	Percent of GDP		20.852	2010
STP	Sﾋo Tomﾎ and Prﾒncipe	General government gross debt	Percent of GDP		78.194	2011
SAU	Saudi Arabia	Gross domestic product per capita, current prices	U.S. dollars	Units	16541.1	2010
SAU	Saudi Arabia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	22818.04	2010
SAU	Saudi Arabia	Total investment	Percent of GDP		22.612	2011
SAU	Saudi Arabia	Gross national savings	Percent of GDP		37.252	2011
SAU	Saudi Arabia	General government gross debt	Percent of GDP		9.768	2011
SEN	Senegal	Gross domestic product per capita, current prices	U.S. dollars	Units	1036.07	2011
SEN	Senegal	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1930.09	2011
SEN	Senegal	Total investment	Percent of GDP		29.708	2011
SEN	Senegal	Gross national savings	Percent of GDP		25.297	2011
SEN	Senegal	General government gross debt	Percent of GDP		35.695	2011
SRB	Serbia	Gross domestic product per capita, current prices	U.S. dollars	Units	4891.53	2010
SRB	Serbia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	10120.05	2010
SRB	Serbia	Total investment	Percent of GDP		16.472	2010
SRB	Serbia	Gross national savings	Percent of GDP		9.024	2010
SRB	Serbia	General government gross debt	Percent of GDP		46.488	2011
SYC	Seychelles	Gross domestic product per capita, current prices	U.S. dollars	Units	10727.49	2010
SYC	Seychelles	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	23891.46	2010
SYC	Seychelles	Total investment	Percent of GDP		36.684	2010
SYC	Seychelles	Gross national savings	Percent of GDP		16.604	2010
SYC	Seychelles	General government gross debt	Percent of GDP		82.486	2011
SLE	Sierra Leone	Gross domestic product per capita, current prices	U.S. dollars	Units	435.714	2010
SLE	Sierra Leone	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	1073.2	2010
SLE	Sierra Leone	Total investment	Percent of GDP		24.293	2010
SLE	Sierra Leone	Gross national savings	Percent of GDP		5.003	2010
SLE	Sierra Leone	General government gross debt	Percent of GDP		48.935	2010
